col1,col2,cluster
1.685464367689694,0.0052764857330227,1
-1.6589606665164944,-1.1854882724199118,1
0.6799860250624465,-5.880539811568721,3
4.178173918658397,4.497586308564714,0
2.560493851317423,-7.381995605044763,3
6.484515279338448,-5.470241678257589,2
-1.7965134412876689,-1.8465127774138488,1
8.43983931175426,8.553789087602391,0
9.393164384024038,-2.064496236919118,2
7.764174211889887,-5.057390242137498,2
4.593426589608074,6.517795427439224,0
5.567056266649622,8.19728004623571,0
-0.2065395372798522,-8.140880250666394,3
-0.5309631317177055,-0.8261265042798901,1
0.8578270804375803,-6.216213100436431,3
-1.7032295688356391,-0.2805545458356732,1
6.669587952778594,7.882597960801524,0
1.921395352172727,-6.120368313342102,3
2.4863980349801595,-7.132531394391172,3
7.601196888616717,-3.8551396683750623,2
0.9955890229340832,-7.569143708082629,3
7.448710406810794,-2.747451409891162,2
1.3339956065174317,0.7878413367705664,1
1.880931669366016,-5.164729210427642,3
-0.5629878478201719,0.7822001533547042,1
5.329444688434348,7.53561632281057,0
4.998672197223897,8.037250029607932,0
8.523388620147998,7.506336357301889,0
-0.6917353229572398,-0.5991366349380919,1
7.919849288649685,7.830481581538697,0
4.016683739612917,5.934919170743603,0
-0.1606145576730733,-7.453983192969995,3
1.419423231316146,-7.552629518135401,3
0.9572115788475082,-6.992455509980608,3
7.070833363966345,6.288743894385201,0
5.991889938620076,6.924906782284243,0
0.6172349909231913,-6.322309571099921,3
8.915414509651804,-5.949407609388919,2
-0.5932331595655762,-1.1296864771874884,1
8.31231817074256,-3.594899825999494,2
6.932598239882847,-4.743364408953192,2
0.2756930063085684,-6.259477432659266,3
8.29961624131731,7.167009665080288,0
8.408717576931531,9.012745368745456,0
1.2726601138533913,-6.330837569177687,3
2.080255541145193,-8.10242431085485,3
7.88808710478122,-4.608870631138437,2
0.7260073893290797,0.2968062536101815,1
0.1131674513481532,-0.0137978637890742,1
6.82472992193622,-4.63343517721488,2
6.948861159865773,-5.628625730578291,2
-0.3203909528867069,-0.5233673092884773,1
1.696364278704492,1.9939246513992013,1
1.2583255750116469,0.658652377529503,1
6.955832706719644,-5.698505667670044,2
0.9391623873004458,-5.373196743820306,3
8.521978121696188,-5.472628223853022,2
1.932945549840984,-5.2040802153375765,3
0.2018919117537257,-0.939452414843298,1
6.635200533661008,-5.47780950883581,2
6.775165736482712,6.698316877339305,0
6.58490125981177,-3.5208944414475694,2
0.8843451388643314,1.2003239887075068,1
0.100986827581952,-1.3057918149578682,1
4.193726846001791,6.559475444286827,0
4.83136890897801,-7.4444120961016065,2
5.7557412052571815,4.265662989605115,0
5.914447965930712,-4.841769988492516,2
0.2037244628852607,-0.1357250409003678,1
0.9489809257308116,-1.0112708189097328,1
-1.9902156272001548,-0.8136323162223,1
7.435920261699528,-5.044748256477499,2
-0.9586090825785848,1.0686453648355532,1
5.610746424859954,7.155130656408781,0
7.81429107208257,6.682507218573735,0
-0.6855521401495385,-0.5415843191132313,1
-1.2079804135693957,1.4622108381129637,1
0.7184294637657396,-8.08094393328008,3
0.7227242532386443,-0.6593826121127186,1
-0.2306833130914606,0.2761257908489886,1
0.4976657509978883,-0.3071319533162662,1
6.898750032503935,7.369679052059423,0
1.1783695435104296,-8.08021205277726,3
6.801823036347276,6.407491840984263,0
6.321539000453249,-6.401893324665249,2
6.57041424157024,7.289025779746086,0
6.534143203462682,-6.169607522198869,2
5.130282473108156,8.30325248928049,0
7.005138582447147,-4.253557617624633,2
-0.7441249696055772,0.0568034186064473,1
1.9031700245946708,-6.125877245184815,3
9.057803520632053,-2.079446462626019,2
6.646439812126983,5.4659571255938,0
-2.0416974184511907,-0.9696509213695088,1
4.513737241612607,7.696101548674574,0
0.4437123797171157,-1.4518678018218936,1
1.5060718395782997,-7.012738135738519,3
8.609080358980147,-4.948211132265114,2
6.110377621488276,7.071435133858747,0
-1.1453260177413251,-0.770314461979047,1
1.881760404965492,-6.78594955037723,3
1.0045662204941663,-0.3672786349427222,1
0.1261869887465274,1.559233421284158,1
5.694233399252425,7.697690323816988,0
0.2365142337160044,-5.900664596459444,3
0.4392625446434516,0.1560252820530613,1
7.952291571550162,-4.96778408809308,2
-0.31960433626364,-6.77292355252771,3
-1.6867700906216612,-0.6780170320038682,1
1.2048039663334302,1.2796565673188594,1
1.5689726204421586,-6.2271129600717225,3
-1.0251477818809782,0.5442531757147411,1
0.8840903969261489,-6.7868796698845895,3
-1.0406714407137296,0.0504982083851338,1
1.3968802805294998,-8.070563478368877,3
0.5979503888086876,-6.660688791861795,3
6.645918811594261,7.637255930518298,0
8.44166101829116,6.323749219327974,0
1.142823794016886,-0.1775233257155312,1
-0.2578599969214531,-1.136001491511506,1
7.466232831968211,-5.633935077093382,2
1.3987342369986786,-7.320780873467193,3
6.768328058289116,7.561088717888174,0
0.049312099863083,0.1604790600480598,1
7.978650806410294,-5.532006426911842,2
4.878199637766618,5.827673489823525,0
0.4405135607697565,-1.472694632011854,1
-2.321490440616281,-0.0782441155538961,1
4.416077193674818,-5.989723577847921,2
-1.1094290628149384,-0.1350458075022611,1
1.184136634917942,0.6661009718482788,1
4.749290528629802,6.829021472472297,0
0.9649037982090248,-6.38946574981472,3
9.387077794224874,-3.93624542216604,2
-0.9524061742070884,-0.5501541806814014,1
